and,"[ 0.26818   0.14346  -0.27877   0.016257  0.11384   0.69923  -0.51332
 -0.47368  -0.33075  -0.13834   0.2702    0.30938  -0.45012  -0.4127
 -0.09932   0.038085  0.029749  0.10076  -0.25058  -0.51818   0.34558
  0.44922   0.48791  -0.080866 -0.10121  -1.3777   -0.10866  -0.23201
  0.012839 -0.46508   3.8463    0.31362   0.13643  -0.52244   0.3302
  0.33707  -0.35601   0.32431   0.12041   0.3512   -0.069043  0.36885
  0.25168  -0.24517   0.25381   0.1367   -0.31178  -0.6321   -0.25028
 -0.38097 ]"
use,"[ 0.36404  -0.16619   0.28584  -0.17042  -0.42253   0.43921  -0.2348
 -0.89034   0.063375  0.37835   0.41151   0.72865   0.72612  -0.081949
 -0.18455   0.58287  -0.055214  0.19534  -0.022018 -1.2055    0.47209
 -0.53655   0.17969   0.056589 -0.19033  -1.7427   -0.19718  -0.44248
  0.85523  -0.51624   3.7482   -0.094815 -1.1104   -0.73457   0.36396
  0.62193   0.35603   0.14707  -0.42021   0.16994   0.74747   0.14756
  0.41393   0.80217   0.58067   0.10242   0.1147    0.40129  -0.086234
  0.045505]"
thought,"[ 0.42762   -0.11469    0.010506  -0.54662    0.89055    0.19263
 -0.65374    0.087461  -0.6983     0.2802     0.17176    0.31886
 -0.46253   -0.13414    0.6207     0.33603    0.47793   -0.046861
 -0.45179   -0.32765   -0.73017    0.41449    0.56783    0.03801
  1.014     -1.885     -0.94402    0.065002   0.54992   -0.46939
  2.7234    -0.14071   -0.078016  -0.81424   -0.066414  -0.42336
  0.0078978  0.40758    0.21245    0.1015    -0.37205    0.018199
 -0.081173   0.76924    0.30367    0.051222  -0.23856   -0.034535
 -0.041267   0.2594   ]"
without,"[ 2.8797e-01 -2.1695e-02 -8.3514e-02 -4.4508e-01  2.3014e-01  3.4773e-01
 -3.0783e-01  4.0452e-01  1.1753e-01  2.3837e-01  1.7832e-01  3.3098e-01
 -5.0120e-01  1.5954e-02  6.8571e-01  2.7638e-01 -5.0638e-03 -5.9362e-01
  8.9435e-02 -6.5281e-01  3.9652e-02  4.1947e-01  2.6661e-01 -2.0939e-01
  1.3286e-01 -1.7116e+00  2.4640e-01  1.8052e-01  1.0859e+00 -2.9591e-01
  3.6339e+00  4.9238e-01 -5.7634e-01 -6.2998e-01 -1.7535e-03  3.6101e-01
  5.0483e-01  2.5662e-01 -1.2368e-01 -5.9845e-02  1.2656e-01  3.6029e-02
  2.1609e-01  6.8576e-01 -3.8499e-01 -1.4619e-01 -2.5034e-01  3.0878e-01
  7.0218e-02 -2.1913e-01]"
so,"[ 6.0308e-01 -3.2024e-01  8.8857e-02 -5.5176e-01  5.3182e-01  4.7069e-02
 -3.6246e-01  5.7018e-03 -3.7665e-01  2.2534e-01 -1.3534e-01  3.5988e-01
 -4.2518e-01  7.1324e-02  7.7065e-01  5.6712e-01  4.1226e-01  1.2451e-01
  1.4230e-01 -9.6535e-01 -3.9053e-01  3.4199e-01  5.6969e-01  3.1635e-02
  6.9465e-01 -1.9216e+00 -6.7118e-01  5.7971e-01  8.6088e-01 -5.9105e-01
  3.7787e+00  3.0431e-01 -4.3103e-02 -4.2398e-01 -6.3915e-02 -6.6822e-02
  6.1983e-02  5.6332e-01 -2.2335e-01 -4.7386e-01 -4.7021e-01  9.1714e-02
  1.4778e-01  6.3805e-01 -1.4356e-01 -2.2928e-03 -3.1500e-01 -2.5187e-01
 -2.6879e-01  3.6657e-01]"
considering,"[ 0.45601  -0.35996  -0.26436   0.040109  0.045841  0.38098  -0.44263
  0.12933  -0.024297  0.17964  -0.42087   0.047298 -0.22356   0.0212
  0.56594   0.19915   0.016725 -0.24481   0.24508  -0.82427   0.68715
 -0.066091 -0.51996  -0.45082  -0.14516  -1.5647    0.23298   0.13462
  0.20188  -0.15467   2.58      0.42224  -0.24535  -0.60545   0.26033
 -0.48166   0.1542    0.2441   -0.82525  -0.28549  -0.61424  -0.12653
  0.27428   0.33731  -0.2063   -0.15477  -0.35881   1.4452   -0.18613
  0.6398  ]"
mind,"[ 0.12736   0.25601  -0.23177  -0.48479   0.75119   0.056632 -0.11353
  0.017199 -0.18804   0.58092  -0.075802  0.69718  -0.90388   0.36724
  0.48317   0.30677   0.27291   0.073619  0.08733  -0.43091  -0.17529
  0.97376   0.37287   0.097753  1.1566   -1.5373   -0.82229   0.24963
  0.9547   -0.40511   2.5696    0.13315  -0.43978  -0.89625  -0.36645
  0.054338 -0.27892   0.32988   0.2132   -0.47943  -0.086666 -0.19604
 -0.32741   0.65713  -0.099649  0.29358   0.56006  -0.30425  -0.082771
  0.24289 ]"
as,"[ 2.0782e-01  1.2713e-01 -3.0188e-01 -2.3125e-01  3.0175e-01  3.3194e-01
 -5.2776e-01 -4.4042e-01 -4.8348e-01  3.5020e-02  3.4782e-01  5.4574e-01
 -2.0660e-01 -8.3713e-02  2.4620e-01  1.5931e-01 -3.1349e-03  3.2443e-01
 -4.5270e-01 -2.2178e-01  2.2652e-02 -4.1714e-02  3.1815e-01  8.8633e-02
 -3.8010e-02 -1.8212e+00 -5.0917e-01 -9.7544e-02 -8.9530e-02  5.0476e-02
  3.7180e+00 -1.6503e-01 -7.8733e-02 -5.7101e-01  2.0418e-01  1.3411e-01
  7.4281e-02  8.7502e-02 -2.5443e-01 -1.5011e-01 -1.5768e-01  3.9606e-01
 -2.3646e-01 -9.5054e-02  7.8590e-02 -1.2305e-02 -4.9879e-01 -3.5301e-01
  5.0580e-02  1.9495e-02]"
could,"[ 0.90754   -0.38322    0.67648   -0.20222    0.15156    0.13627
 -0.48813    0.48223   -0.095715   0.18306    0.27007    0.41415
 -0.48933   -0.0076005  0.79662    1.0989     0.53802   -0.54468
 -0.16063   -0.98348   -0.19188   -0.2144     0.19959   -0.31341
  0.24101   -2.2662    -0.25926   -0.10898    0.66177   -0.48104
  3.6298     0.45397   -0.64484   -0.52244    0.042922  -0.16605
  0.097102   0.044836   0.20389   -0.46322   -0.46434    0.32394
  0.25984    0.40849    0.20351    0.058722  -0.16408    0.20672
 -0.1844     0.071147 ]"
hot,"[-7.6663e-01  6.9023e-01  7.5462e-02  1.1688e-01 -7.9722e-01 -1.9606e-01
 -7.7409e-01  1.7351e-01  2.6248e-01  5.5295e-01 -2.9190e-01 -2.4505e-01
  5.9885e-01  1.2445e+00  2.6401e-01  2.0211e-01  4.2139e-02  5.1844e-01
 -8.1704e-01 -1.0801e+00  2.2864e-01  9.1212e-02  1.5638e+00  7.5056e-01
 -6.1206e-02 -6.9001e-01 -5.3558e-01  1.1311e+00  1.3871e+00  3.6151e-01
  2.8475e+00  1.0733e-01 -1.7073e-02  4.5358e-01 -7.1374e-03  1.1177e-01
 -1.5955e-01  3.0205e-01  5.4222e-01 -5.4103e-01  2.3276e-01  2.1756e-01
 -4.1444e-02  1.7056e-03  7.6265e-01  6.6241e-01 -4.5484e-02 -8.1479e-01
  4.6763e-02  3.1134e-01]"
